date,product_sku,quantity,unit_cost,total_cost,supplier_name,po_number,lead_time_actual,season
21/03/2024,SEAT-COMM-100,46,180,8280,Changzhou Seat Factory,PO-2024-0053,88,summer
24/03/2024,CABL-THROT-100,123,48,5904,Hangzhou Cable Manufacturing,PO-2024-0054,102,summer
25/03/2024,BEAR-6201,640,35,22400,Zhongshan Bearing Works,PO-2024-0055,88,summer
25/03/2024,ENGN-OIL-20W40,279,195,54405,Taizhou Engine Parts,PO-2024-0056,91,summer
02/04/2024,CHAIN-420,115,120,13800,Chongqing Chain Industry,PO-2024-0057,87,summer
03/04/2024,BRKE-PAD-DRUM,153,65,9945,Shanghai Brake Components,PO-2024-0058,101,summer
06/04/2024,PIST-BAJ-150,72,450,32400,Qingdao Piston Manufacturing,PO-2024-0059,100,summer
06/04/2024,PIST-HERO-100,178,280,49840,Qingdao Piston Manufacturing,PO-2024-0060,97,summer
08/04/2024,FORK-SEAL-100,51,55,2805,Foshan Fork Components,PO-2024-0061,91,summer
09/04/2024,BATT-12V7A,38,850,32300,Shenzhen Battery Tech,PO-2024-0062,88,summer
09/04/2024,MIRR-ROUND-10,147,35,5145,Xiamen Mirror Industry,PO-2024-0063,98,summer
12/04/2024,TIRE-100-17,42,580,24360,Tianjin Tire Trading,PO-2024-0064,99,summer
12/04/2024,HDLB-RAISED-22,31,150,4650,Kunshan Handlebar Tech,PO-2024-0065,95,summer
13/04/2024,FILT-OIL-125,232,52,12064,Ningbo Filter Systems,PO-2024-0066,103,summer
20/04/2024,FILT-AIR-100,264,38,10032,Ningbo Filter Systems,PO-2024-0067,103,summer
20/04/2024,CARB-KEI-VM17,14,650,9100,Jiangmen Carburetor Works,PO-2024-0068,97,summer
22/04/2024,FILT-AIR-125,291,42,12222,Ningbo Filter Systems,PO-2024-0069,92,summer
22/04/2024,TIRE-125-18,27,780,21060,Tianjin Tire Trading,PO-2024-0070,94,summer
23/04/2024,BATT-12V9A,30,980,29400,Shenzhen Battery Tech,PO-2024-0071,105,summer
24/04/2024,CHAIN-428H,51,180,9180,Chongqing Chain Industry,PO-2024-0072,86,summer
24/04/2024,SEAT-COMM-100,33,180,5940,Changzhou Seat Factory,PO-2024-0073,101,summer
25/04/2024,SHCK-REAR-100,21,420,8820,Chengdu Shock Absorber,PO-2024-0074,105,summer
28/04/2024,ENGN-OIL-20W40,186,195,36270,Taizhou Engine Parts,PO-2024-0075,91,summer
29/04/2024,BEAR-6202,440,38,16720,Zhongshan Bearing Works,PO-2024-0076,92,summer
29/04/2024,CLUT-PLATE-100,54,120,6480,Jinan Clutch Assembly,PO-2024-0077,90,summer
02/05/2024,SPRK-NGK-BPR6ES,252,72,18144,Wuxi Spark Plug Factory,PO-2024-0078,89,summer
02/05/2024,HEAD-HALO-H4,46,120,5520,Wenzhou Headlight Co,PO-2024-0079,98,summer
10/05/2024,PIST-HONDA-125,109,350,38150,Qingdao Piston Manufacturing,PO-2024-0080,102,summer
13/05/2024,TANK-FUEL-10L,12,850,10200,Luoyang Tank Manufacturing,PO-2024-0081,102,summer
14/05/2024,TAIL-UNIV-A,79,95,7505,Yuyao Taillight Factory,PO-2024-0082,101,summer
15/05/2024,BRKE-PAD-DISC,103,85,8755,Shanghai Brake Components,PO-2024-0083,87,summer
18/05/2024,CABL-THROT-100,86,48,4128,Hangzhou Cable Manufacturing,PO-2024-0084,87,summer
19/05/2024,CABL-SPED-100,77,42,3234,Hangzhou Cable Manufacturing,PO-2024-0085,98,summer
20/05/2024,BEAR-6301,370,42,15540,Zhongshan Bearing Works,PO-2024-0086,92,summer
26/05/2024,CLUT-PLATE-125,45,145,6525,Jinan Clutch Assembly,PO-2024-0087,92,summer
29/05/2024,SPRK-NGK-C4HSA,564,65,36660,Wuxi Spark Plug Factory,PO-2024-0088,86,summer
31/05/2024,HEAD-LED-H4,29,280,8120,Wenzhou Headlight Co,PO-2024-0089,93,summer
03/06/2024,TAIL-UNIV-A,74,95,7030,Yuyao Taillight Factory,PO-2024-0090,105,monsoon
07/06/2024,ENGN-OIL-20W40,207,195,40365,Taizhou Engine Parts,PO-2024-0091,104,monsoon
12/06/2024,ENGN-OIL-10W30,193,180,34740,Taizhou Engine Parts,PO-2024-0092,87,monsoon
14/06/2024,PIST-BAJ-100,152,320,48640,Qingdao Piston Manufacturing,PO-2024-0093,104,monsoon
14/06/2024,BATT-12V7A,42,850,35700,Shenzhen Battery Tech,PO-2024-0094,102,monsoon
15/06/2024,CHAIN-428H,51,180,9180,Chongqing Chain Industry,PO-2024-0095,105,monsoon
15/06/2024,FILT-AIR-100,257,38,9766,Ningbo Filter Systems,PO-2024-0096,99,monsoon
15/06/2024,CLUT-PLATE-100,49,120,5880,Jinan Clutch Assembly,PO-2024-0097,97,monsoon
15/06/2024,SHCK-REAR-100,24,420,10080,Chengdu Shock Absorber,PO-2024-0098,96,monsoon
25/06/2024,FILT-OIL-100,344,45,15480,Ningbo Filter Systems,PO-2024-0099,90,monsoon
25/06/2024,HEAD-LED-H4,41,280,11480,Wenzhou Headlight Co,PO-2024-0100,94,monsoon
26/06/2024,GASK-BAJ-100,191,120,22920,Guangzhou Gasket Factory,PO-2024-0101,85,monsoon
26/06/2024,HDLB-RAISED-22,38,150,5700,Kunshan Handlebar Tech,PO-2024-0102,86,monsoon
27/06/2024,BRKE-PAD-DRUM,152,65,9880,Shanghai Brake Components,PO-2024-0103,101,monsoon
27/06/2024,BATT-12V9A,30,980,29400,Shenzhen Battery Tech,PO-2024-0104,103,monsoon
30/06/2024,CABL-SPED-100,67,42,2814,Hangzhou Cable Manufacturing,PO-2024-0105,103,monsoon
03/07/2024,SEAT-COMM-100,26,180,4680,Changzhou Seat Factory,PO-2024-0106,95,monsoon
04/07/2024,TANK-FUEL-10L,10,850,8500,Luoyang Tank Manufacturing,PO-2024-0107,96,monsoon
06/07/2024,EXHS-BAJ-100,19,380,7220,Zibo Exhaust Systems,PO-2024-0108,105,monsoon
09/07/2024,CLUT-PLATE-125,46,145,6670,Jinan Clutch Assembly,PO-2024-0109,100,monsoon
14/07/2024,CABL-CLUTCH-100,88,55,4840,Hangzhou Cable Manufacturing,PO-2024-0110,97,monsoon
15/07/2024,TIRE-100-18,28,650,18200,Tianjin Tire Trading,PO-2024-0111,94,monsoon
15/07/2024,CARB-KEI-VM17,12,650,7800,Jiangmen Carburetor Works,PO-2024-0112,103,monsoon
16/07/2024,CHAIN-420,84,120,10080,Chongqing Chain Industry,PO-2024-0113,89,monsoon
16/07/2024,SPRK-NGK-C4HSA,341,65,22165,Wuxi Spark Plug Factory,PO-2024-0114,96,monsoon
17/07/2024,PIST-HERO-100,192,280,53760,Qingdao Piston Manufacturing,PO-2024-0115,104,monsoon
18/07/2024,SPRK-NGK-BPR6ES,349,72,25128,Wuxi Spark Plug Factory,PO-2024-0116,102,monsoon
19/07/2024,HEAD-HALO-H4,58,120,6960,Wenzhou Headlight Co,PO-2024-0117,97,monsoon
20/07/2024,FILT-AIR-125,287,42,12054,Ningbo Filter Systems,PO-2024-0118,101,monsoon
22/07/2024,PIST-BAJ-150,61,450,27450,Qingdao Piston Manufacturing,PO-2024-0119,100,monsoon
24/07/2024,CABL-THROT-100,90,48,4320,Hangzhou Cable Manufacturing,PO-2024-0120,99,monsoon
29/07/2024,BRKE-PAD-DISC,89,85,7565,Shanghai Brake Components,PO-2024-0121,100,monsoon
29/07/2024,TIRE-100-17,45,580,26100,Tianjin Tire Trading,PO-2024-0122,89,monsoon
03/08/2024,GASK-UNIV-125,221,150,33150,Guangzhou Gasket Factory,PO-2024-0123,97,monsoon
04/08/2024,TIRE-100-18,56,650,36400,Tianjin Tire Trading,PO-2024-0124,98,monsoon
05/08/2024,BRKE-PAD-DRUM,250,65,16250,Shanghai Brake Components,PO-2024-0125,94,monsoon
06/08/2024,BATT-12V9A,48,980,47040,Shenzhen Battery Tech,PO-2024-0126,90,monsoon
07/08/2024,HEAD-HALO-H4,82,120,9840,Wenzhou Headlight Co,PO-2024-0127,104,monsoon
08/08/2024,SPRK-NGK-BPR6ES,429,72,30888,Wuxi Spark Plug Factory,PO-2024-0128,94,monsoon
11/08/2024,FORK-SEAL-100,91,55,5005,Foshan Fork Components,PO-2024-0129,100,monsoon
15/08/2024,SHCK-REAR-100,27,420,11340,Chengdu Shock Absorber,PO-2024-0130,93,monsoon
15/08/2024,TANK-FUEL-10L,16,850,13600,Luoyang Tank Manufacturing,PO-2024-0131,97,monsoon
16/08/2024,PIST-BAJ-150,94,450,42300,Qingdao Piston Manufacturing,PO-2024-0132,93,monsoon
20/08/2024,TIRE-125-18,41,780,31980,Tianjin Tire Trading,PO-2024-0133,88,monsoon
22/08/2024,HEAD-LED-H4,64,280,17920,Wenzhou Headlight Co,PO-2024-0134,99,monsoon
24/08/2024,PIST-HONDA-125,156,350,54600,Qingdao Piston Manufacturing,PO-2024-0135,102,monsoon
24/08/2024,FILT-OIL-100,541,45,24345,Ningbo Filter Systems,PO-2024-0136,103,monsoon
25/08/2024,HEAD-LED-H4,52,280,14560,Wenzhou Headlight Co,PO-2024-0137,101,monsoon
27/08/2024,FILT-OIL-125,349,52,18148,Ningbo Filter Systems,PO-2024-0138,92,monsoon
27/08/2024,HDLB-RAISED-22,57,150,8550,Kunshan Handlebar Tech,PO-2024-0139,99,monsoon
28/08/2024,FILT-AIR-125,293,42,12306,Ningbo Filter Systems,PO-2024-0140,94,monsoon
31/08/2024,BEAR-6301,517,42,21714,Zhongshan Bearing Works,PO-2024-0141,103,monsoon
01/09/2024,PIST-BAJ-150,108,450,48600,Qingdao Piston Manufacturing,PO-2024-0142,95,monsoon
02/09/2024,FILT-AIR-100,585,38,22230,Ningbo Filter Systems,PO-2024-0143,102,monsoon
03/09/2024,BRKE-PAD-DRUM,226,65,14690,Shanghai Brake Components,PO-2024-0144,86,monsoon
03/09/2024,BEAR-6202,714,38,27132,Zhongshan Bearing Works,PO-2024-0145,98,monsoon
04/09/2024,CHAIN-420,152,120,18240,Chongqing Chain Industry,PO-2024-0146,90,monsoon
04/09/2024,CABL-CLUTCH-100,139,55,7645,Hangzhou Cable Manufacturing,PO-2024-0147,105,monsoon
04/09/2024,BEAR-6201,806,35,28210,Zhongshan Bearing Works,PO-2024-0148,94,monsoon
06/09/2024,FILT-OIL-125,370,52,19240,Ningbo Filter Systems,PO-2024-0149,102,monsoon
09/09/2024,CHAIN-420,118,120,14160,Chongqing Chain Industry,PO-2024-0150,91,monsoon
12/09/2024,ENGN-OIL-20W40,261,195,50895,Taizhou Engine Parts,PO-2024-0151,95,monsoon
15/09/2024,BRKE-PAD-DISC,151,85,12835,Shanghai Brake Components,PO-2024-0152,86,monsoon
15/09/2024,SPRK-NGK-C4HSA,744,65,48360,Wuxi Spark Plug Factory,PO-2024-0153,100,monsoon
17/09/2024,CLUT-PLATE-125,65,145,9425,Jinan Clutch Assembly,PO-2024-0154,93,monsoon
18/09/2024,CHAIN-428H,83,180,14940,Chongqing Chain Industry,PO-2024-0155,98,monsoon
18/09/2024,TAIL-UNIV-A,90,95,8550,Yuyao Taillight Factory,PO-2024-0156,94,monsoon
20/09/2024,CABL-SPED-100,122,42,5124,Hangzhou Cable Manufacturing,PO-2024-0157,103,monsoon
21/09/2024,HEAD-HALO-H4,79,120,9480,Wenzhou Headlight Co,PO-2024-0158,86,monsoon
25/09/2024,CARB-KEI-VM17,23,650,14950,Jiangmen Carburetor Works,PO-2024-0159,98,monsoon
27/09/2024,CABL-THROT-100,135,48,6480,Hangzhou Cable Manufacturing,PO-2024-0160,86,monsoon
27/09/2024,TANK-FUEL-10L,16,850,13600,Luoyang Tank Manufacturing,PO-2024-0161,100,monsoon
28/09/2024,PIST-BAJ-100,179,320,57280,Qingdao Piston Manufacturing,PO-2024-0162,87,monsoon
28/09/2024,BRKE-PAD-DISC,162,85,13770,Shanghai Brake Components,PO-2024-0163,87,monsoon
29/09/2024,PIST-BAJ-100,199,320,63680,Qingdao Piston Manufacturing,PO-2024-0164,99,monsoon
29/09/2024,PIST-HERO-100,285,280,79800,Qingdao Piston Manufacturing,PO-2024-0165,93,monsoon
01/10/2024,PIST-HERO-100,275,280,77000,Qingdao Piston Manufacturing,PO-2024-0166,91,pre_winter
01/10/2024,HDLB-RAISED-22,48,150,7200,Kunshan Handlebar Tech,PO-2024-0167,87,pre_winter
07/10/2024,BATT-12V7A,60,850,51000,Shenzhen Battery Tech,PO-2024-0168,87,pre_winter
08/10/2024,GASK-UNIV-125,223,150,33450,Guangzhou Gasket Factory,PO-2024-0169,103,pre_winter
11/10/2024,BEAR-6202,716,38,27208,Zhongshan Bearing Works,PO-2024-0170,85,pre_winter
13/10/2024,TIRE-100-17,66,580,38280,Tianjin Tire Trading,PO-2024-0171,99,pre_winter
13/10/2024,BEAR-6201,991,35,34685,Zhongshan Bearing Works,PO-2024-0172,101,pre_winter
14/10/2024,TIRE-125-18,30,780,23400,Tianjin Tire Trading,PO-2024-0173,104,pre_winter
14/10/2024,ENGN-OIL-10W30,363,180,65340,Taizhou Engine Parts,PO-2024-0174,100,pre_winter
16/10/2024,GASK-BAJ-100,364,120,43680,Guangzhou Gasket Factory,PO-2024-0175,100,pre_winter
16/10/2024,MIRR-ROUND-10,223,35,7805,Xiamen Mirror Industry,PO-2024-0176,105,pre_winter
17/10/2024,EXHS-BAJ-100,30,380,11400,Zibo Exhaust Systems,PO-2024-0177,89,pre_winter
18/10/2024,CHAIN-428H,75,180,13500,Chongqing Chain Industry,PO-2024-0178,99,pre_winter
19/10/2024,CABL-CLUTCH-100,146,55,8030,Hangzhou Cable Manufacturing,PO-2024-0179,91,pre_winter
26/10/2024,MIRR-ROUND-10,239,35,8365,Xiamen Mirror Industry,PO-2024-0180,90,pre_winter
27/10/2024,CLUT-PLATE-100,72,120,8640,Jinan Clutch Assembly,PO-2024-0181,86,pre_winter
27/10/2024,SEAT-COMM-100,34,180,6120,Changzhou Seat Factory,PO-2024-0182,94,pre_winter
28/10/2024,SPRK-NGK-BPR6ES,467,72,33624,Wuxi Spark Plug Factory,PO-2024-0183,92,pre_winter
31/10/2024,FILT-AIR-125,314,42,13188,Ningbo Filter Systems,PO-2024-0184,100,pre_winter
31/10/2024,SHCK-REAR-100,32,420,13440,Chengdu Shock Absorber,PO-2024-0185,102,pre_winter
03/11/2024,BATT-12V7A,48,850,40800,Shenzhen Battery Tech,PO-2024-0186,96,winter
05/11/2024,GASK-UNIV-125,179,150,26850,Guangzhou Gasket Factory,PO-2024-0187,103,winter
06/11/2024,TIRE-100-18,33,650,21450,Tianjin Tire Trading,PO-2024-0188,104,winter
14/11/2024,FILT-AIR-125,342,42,14364,Ningbo Filter Systems,PO-2024-0189,105,winter
16/11/2024,TIRE-100-17,59,580,34220,Tianjin Tire Trading,PO-2024-0190,89,winter
20/11/2024,FILT-AIR-100,277,38,10526,Ningbo Filter Systems,PO-2024-0191,105,winter
20/11/2024,CABL-THROT-100,136,48,6528,Hangzhou Cable Manufacturing,PO-2024-0192,92,winter
21/11/2024,CABL-SPED-100,64,42,2688,Hangzhou Cable Manufacturing,PO-2024-0193,105,winter
28/11/2024,PIST-HONDA-125,135,350,47250,Qingdao Piston Manufacturing,PO-2024-0194,86,winter
28/11/2024,ENGN-OIL-10W30,270,180,48600,Taizhou Engine Parts,PO-2024-0195,97,winter
28/11/2024,CARB-KEI-VM17,13,650,8450,Jiangmen Carburetor Works,PO-2024-0196,96,winter
29/11/2024,TANK-FUEL-10L,11,850,9350,Luoyang Tank Manufacturing,PO-2024-0197,88,winter
30/11/2024,CABL-CLUTCH-100,104,55,5720,Hangzhou Cable Manufacturing,PO-2024-0198,100,winter
01/12/2024,SPRK-NGK-BPR6ES,428,72,30816,Wuxi Spark Plug Factory,PO-2024-0199,121,winter
02/12/2024,BEAR-6201,621,35,21735,Zhongshan Bearing Works,PO-2024-0200,123,winter
02/12/2024,EXHS-BAJ-100,21,380,7980,Zibo Exhaust Systems,PO-2024-0201,106,winter
04/12/2024,CHAIN-428H,60,180,10800,Chongqing Chain Industry,PO-2024-0202,114,winter
04/12/2024,SPRK-NGK-C4HSA,436,65,28340,Wuxi Spark Plug Factory,PO-2024-0203,118,winter
06/12/2024,BEAR-6301,299,42,12558,Zhongshan Bearing Works,PO-2024-0204,125,winter
11/12/2024,FILT-OIL-100,422,45,18990,Ningbo Filter Systems,PO-2024-0205,112,winter
13/12/2024,GASK-BAJ-100,307,120,36840,Guangzhou Gasket Factory,PO-2024-0206,125,winter
14/12/2024,BRKE-PAD-DRUM,132,65,8580,Shanghai Brake Components,PO-2024-0207,116,winter
15/12/2024,PIST-HERO-100,240,280,67200,Qingdao Piston Manufacturing,PO-2024-0208,106,winter
15/12/2024,TIRE-125-18,22,780,17160,Tianjin Tire Trading,PO-2024-0209,100,winter
16/12/2024,HDLB-RAISED-22,28,150,4200,Kunshan Handlebar Tech,PO-2024-0210,107,winter
19/12/2024,SHCK-REAR-100,23,420,9660,Chengdu Shock Absorber,PO-2024-0211,120,winter
22/12/2024,SEAT-COMM-100,36,180,6480,Changzhou Seat Factory,PO-2024-0212,122,winter
23/12/2024,BATT-12V9A,30,980,29400,Shenzhen Battery Tech,PO-2024-0213,109,winter
26/12/2024,CLUT-PLATE-125,36,145,5220,Jinan Clutch Assembly,PO-2024-0214,102,winter
27/12/2024,PIST-BAJ-100,114,320,36480,Qingdao Piston Manufacturing,PO-2024-0215,123,winter
27/12/2024,CLUT-PLATE-100,50,120,6000,Jinan Clutch Assembly,PO-2024-0216,115,winter
28/12/2024,PIST-BAJ-150,66,450,29700,Qingdao Piston Manufacturing,PO-2024-0217,117,winter
28/12/2024,CHAIN-420,107,120,12840,Chongqing Chain Industry,PO-2024-0218,104,winter
29/12/2024,BRKE-PAD-DISC,92,85,7820,Shanghai Brake Components,PO-2024-0219,110,winter
30/12/2024,HEAD-HALO-H4,62,120,7440,Wenzhou Headlight Co,PO-2024-0220,120,winter
30/12/2024,TAIL-UNIV-A,87,95,8265,Yuyao Taillight Factory,PO-2024-0221,120,winter
31/12/2024,FILT-OIL-125,273,52,14196,Ningbo Filter Systems,PO-2024-0222,122,winter
